filename,character,content
[01-0043][03.12.94-03.14.73].ogg,,何だよ
[01-0044][03.15.48-03.17.15].ogg,,だからこそ…
[01-0045][03.20.74-03.21.86].ogg,Willem,ほら　こっちだ
[01-0046][03.27.20-03.28.12].ogg,Willem,これでよし
[01-0047][03.28.58-03.30.04].ogg,Chtholly,あの　あなたも…
[01-0048][03.29.71-03.32.17].ogg,Willem,この島は飯もマズけりゃ　名産品もない
[01-0049][03.32.17-03.32.63].ogg,Chtholly,あの！
[01-0050][03.34.21-03.36.63].ogg,Willem,ついでに　牙も角も無い俺たちみたいなのには
[01-0051][03.36.71-03.39.38].ogg,Willem,風あたりが強い　観光には向かないぞ
[01-0052][03.40.30-03.41.59].ogg,Willem,まあ　分かってる
[01-0053][03.42.05-03.44.97].ogg,Willem,ついて来な　もうこの島には懲りただろ
[01-0054][03.45.64-03.47.52].ogg,Willem,帰るなら　港湾区画まで送ってやる
[01-0055][03.50.23-03.52.77].ogg,Chtholly,あの　いろいろしてくれてありがとう
[01-0056][03.53.81-03.56.82].ogg,Chtholly,それと　いろいろ迷惑かけてごめんなさい
[01-0057][03.57.53-03.58.53].ogg,Chtholly,それから　その…
[01-0058][03.59.36-04.03.99].ogg,Chtholly,こういうのって　言えた立場じゃないとは思うんだけど　えっと…
[01-0059][04.06.16-04.07.87].ogg,Willem,行きたい所でもあるのか？
[01-0060][06.41.61-06.43.07].ogg,Willem,こいつが見たかったのか
[01-0061][06.43.52-06.43.82].ogg,Chtholly,うん
[01-0062][06.48.61-06.52.33].ogg,Chtholly,もっと離れたところから　浮遊島を見たことはあるんだけど
[01-0063][06.53.24-06.56.12].ogg,Chtholly,ちゃんと街の中から　見下ろしたことが今までなくて
[01-0064][06.57.20-06.59.58].ogg,Chtholly,一度くらいは見ておきたいって思ったの
[01-0065][07.00.21-07.00.67].ogg,Willem,そうか
[01-0066][07.01.29-07.01.50].ogg,Chtholly,うん
[01-0067][07.02.42-07.04.92].ogg,Chtholly,夢も叶ったし　いい思い出もできたし
[01-0068][07.05.63-07.07.38].ogg,Chtholly,思い残すことはもうないかな
[01-0069][07.10.38-07.11.84].ogg,Chtholly,今日は本当にありがとう
[01-0070][07.12.47-07.15.39].ogg,Chtholly,素敵なことがいっぱいあった　全部あなたのおかげ
[01-0071][07.15.77-07.17.35].ogg,Willem,そりゃさすがに言い過ぎだろ
[01-0072][07.18.02-07.18.56].ogg,Chtholly,ううん
[01-0073][07.23.36-07.25.44].ogg,Willem,あれは　お前の迎えか
[01-0074][07.28.57-07.31.16].ogg,Chtholly,夢みたいな思い出だったけど　時間切れ
[01-0075][07.31.86-07.34.03].ogg,Chtholly,最後に一つだけ　お願いがあるんだけど
[01-0076][07.35.20-07.38.58].ogg,Chtholly,私のことは忘れてくれると　うれしいかな
[01-0077][07.40.04-07.40.71].ogg,Willem,なんだそりゃ
[01-0078][07.42.33-07.42.75].ogg,Chtholly,それじゃ
[01-0079][07.45.38-07.47.88].ogg,Willem,よその事情に立ち入るもんでもねぇか
[01-0080][07.56.64-07.59.81].ogg,Willem,久しぶりだなグリック　アナーラは元気にしてるか
[01-0081][08.00.06-08.03.48].ogg,Grick,先月にドジを踏んでな　三番にやられたよ
[01-0082][08.03.73-08.04.86].ogg,Willem,あ　悪い
[01-0083][08.05.15-08.07.61].ogg,Grick,気にすんな　俺たちはサルべージャーだ
[01-0084][08.08.07-08.10.53].ogg,Grick,あの地上へ降りて宝を探すと決めた時に
[01-0085][08.10.53-08.11.99].ogg,Grick,死ぬ準備はできてる
[01-0086][08.13.16-08.13.61].ogg,Willem,そうか
[01-0087][08.14.78-08.16.20].ogg,Grick,気にすんなって
[01-0088][08.16.33-08.19.41].ogg,Grick,それよりだな　今日はお前に仕事を持ってきた
[01-0089][08.19.79-08.20.08].ogg,Willem,は
[01-0090][08.20.29-08.21.87].ogg,Grick,軍関係のヤマだ
[01-0091][08.22.25-08.26.59].ogg,Grick,おい　そんな明白な面すんなって
[01-0092][08.26.92-08.29.26].ogg,Grick,こいつは特殊な技術も経歴も要らない
[01-0093][08.29.76-08.32.55].ogg,Grick,信用できるヤツであることが条件だそうだ
[01-0094][08.35.55-08.37.68].ogg,Willem,いや　悪いが遠慮する
[01-0095][08.38.10-08.39.52].ogg,Willem,ほかのヤツに声かけてくれ
[01-0096][08.39.56-08.43.60].ogg,Grick,あとな　できれば角も毛皮もないシルシナシのほうがいいそうでな
[01-0097][08.43.89-08.46.36].ogg,Grick,ここまで条件満たすヤツなんかそうそう…
[01-0098][08.45.31-08.46.11].ogg,Willem,あのな
[01-0099][08.46.77-08.48.77].ogg,Willem,気を遣ってくれるのはありがたいが
[01-0100][08.50.15-08.52.03].ogg,Willem,俺は自分の意志でここにいんだよ
[01-0101][08.56.16-08.57.03].ogg,Grick,お前さ
[01-0102][08.57.66-08.59.79].ogg,Grick,このままこの街で嫌われ者として
[01-0103][08.59.79-09.01.66].ogg,Grick,死んだみたいに生きていたいんだろ
[01-0104][09.02.46-09.06.13].ogg,Grick,今さら幸せになるとか　そういうのが自分で許せねぇんだろ
[01-0105][09.07.96-09.10.30].ogg,Grick,その気持ちは　分かってねぇでもねぇよ
[01-0106][09.10.59-09.11.55].ogg,Grick,けどそれでもな
[01-0107][09.12.09-09.15.01].ogg,Grick,俺はお前に　この空で普通にやってほしいんだよ
[01-0108][09.15.18-09.17.01].ogg,Grick,死んだヤツらのことは　しょうがねぇ
[01-0109][09.17.22-09.18.35].ogg,Grick,諦められる
[01-0110][09.18.85-09.21.52].ogg,Grick,でも　お前はまだ生きてるんだぜ！
[01-0111][09.21.68-09.24.94].ogg,Grick,なあ　この仕事でガッツリ稼いでさ
[01-0112][09.24.94-09.27.90].ogg,Grick,こんな借金生活　さっさと終わらせろよ
[01-0113][09.28.40-09.30.11].ogg,Grick,お前の人生を見つけろよ
[01-0114][09.31.40-09.33.49].ogg,Willem,塩っぽくねぇか　このコーヒー
[01-0115][09.38.99-09.40.83].ogg,Willem,チクショウ　しょうがねぇな
[01-0116][09.40.83-09.42.24].ogg,Grick,そうか　やるか
[01-0117][09.41.83-09.43.83].ogg,Willem,で　軍で何をすれば
[01-0118][09.44.25-09.47.08].ogg,Willem,言っとくが　戦うとか殺すとかはできねぇからな
[01-0119][09.47.50-09.48.88].ogg,Grick,心配すんなって
[01-0120][09.50.54-09.54.13].ogg,Grick,ちょいと特殊な兵器を置いてる倉庫の管理者みたいなものらしい
[01-0121][09.54.72-09.56.18].ogg,Willem,聞くだけでヤバそうだが
[01-0122][09.56.68-09.58.51].ogg,Grick,ま　話は通しとくから
[01-0123][09.58.72-10.00.39].ogg,Grick,詳しくは現地で聞いてくれ
[01-0124][10.01.93-10.04.14].ogg,Grick,塩っぽいな　ここのコーヒーは
[01-0125][10.17.26-10.20.62].ogg,Willem,ここが　その倉庫のある島ねぇ
[01-0126][10.22.87-10.23.45].ogg,Willem,寒っ
[01-0127][10.26.62-10.29.75].ogg,Willem,ああもう　狼とか勘弁してくれよ
[01-0128][10.30.25-10.33.80].ogg,Willem,今の俺は　か弱く無力なシルシナシなんだからさ
[01-0129][10.36.47-10.38.09].ogg,Willem,見事に腐ってんな
[01-0130][10.38.88-10.40.97].ogg,Willem,まったく　なんて辺境だよ
[01-0131][10.51.15-10.52.48].ogg,Pannibal,とおー
[01-0132][11.00.41-11.00.74].ogg,Pannibal,うっ
[01-0133][11.14.71-11.15.13].ogg,Willem,痛っ
[01-0134][11.15.63-11.18.72].ogg,Chtholly,こら　パニバル　一人で勝手に走って行かない
[01-0135][11.19.76-11.21.64].ogg,Pannibal,不審人物を討伐した
[01-0136][11.21.93-11.24.18].ogg,Chtholly,え　こんなとこに誰もいるわけ
[01-0137][11.28.23-11.28.98].ogg,Willem,お前は…
[01-0138][11.29.27-11.31.48].ogg,Chtholly,え　君　えっ　なんで？
[01-0139][11.32.40-11.35.32].ogg,Willem,まあなんつうか　聞きてえことは山ほど…
[01-0140][11.37.44-11.38.99].ogg,Willem,とりあえず　助けてくれ
[01-0141][11.48.36-11.51.99].ogg,Willem,おかしい　グリックに聞いてた話と違いすぎる
[01-0142][11.53.36-11.53.95].ogg,Willem,今出る
[01-0143][11.59.79-12.01.96].ogg,Nygglatho,わあ　久しぶり　ヴィレム
[01-0144][12.01.96-12.03.96].ogg,Nygglatho,秘密の兵器倉庫へいらっしゃい
[01-0145][12.04.08-12.05.83].ogg,Nygglatho,あれ　背少し伸びた？
[01-0146][12.06.04-12.08.88].ogg,Willem,なんでお前がここにいる　ナイグラート
[01-0147][12.09.09-12.11.42].ogg,Nygglatho,なんでって　当たり前じゃない
[01-0148][12.11.76-12.14.01].ogg,Nygglatho,ここが私の職場だもの
[01-0149][12.14.09-12.15.51].ogg,Willem,ハメやがったな　グリック
[01-0150][12.16.05-12.17.76].ogg,Nygglatho,相変わらず仲よしなのね
[01-0151][12.17.89-12.19.47].ogg,Willem,だがその友情も終わりだ
[01-0152][12.21.68-12.23.23].ogg,Nygglatho,屋内はちょっと小声でね
[01-0153][12.23.60-12.24.94].ogg,Nygglatho,みんな寝ている時間だから
[01-0154][12.25.31-12.25.73].ogg,Willem,みんな？
[01-0155][12.27.56-12.32.32].ogg,Nygglatho,ここの倉庫は　護翼軍とオルランドリ総合商会の共同で運用してるの
[01-0156][12.33.28-12.36.66].ogg,Nygglatho,だから建て前上だけでも　両方から管理者が必要
[01-0157][12.37.24-12.38.74].ogg,Nygglatho,私が商会側で
[01-0158][12.39.41-12.41.04].ogg,Nygglatho,あなたが軍側の管理者
[01-0159][12.41.45-12.42.58].ogg,Willem,その辺は聞いた
[01-0160][12.43.25-12.44.67].ogg,Nygglatho,軍服似合ってるわよ
[01-0161][12.44.87-12.46.00].ogg,Willem,息が詰まりそうだ
[01-0162][12.46.71-12.48.54].ogg,Nygglatho,そんな悲しいこと言わないで
[01-0163][12.48.96-12.52.34].ogg,Nygglatho,トッピングはね　料理の味をぐんと引き立てるんだから
[01-0164][12.52.72-12.56.34].ogg,Nygglatho,今のあなた　昔より二割増しくらいでおいしそうよ
[01-0165][12.56.47-12.58.89].ogg,Willem,つまり命の危険度も二割増した
[01-0166][12.59.43-13.02.60].ogg,Nygglatho,あら信用ないのね　前にも言ったでしょ
[01-0167][13.02.93-13.06.69].ogg,Nygglatho,いくら私がトロールで　あなたが世にも珍しいごちそうでも
[01-0168][13.06.98-13.09.11].ogg,Nygglatho,今のところ　手をつけるつもりはないの
[01-0169][13.09.36-13.10.02].ogg,Willem,どうだか
[01-0170][13.12.19-13.13.69].ogg,Nygglatho,だって　もったいないじゃない
[01-0171][13.14.11-13.16.20].ogg,Nygglatho,世界に残された最後の一人
[01-0172][13.17.16-13.21.12].ogg,Nygglatho,一時の食欲だけのために　台なしにしてしまうほど不粋じゃないわ
[01-0173][13.21.49-13.24.91].ogg,Nygglatho,もちろん本人が「食べていい」って言ってくれるなら　考えるけど
[01-0174][13.28.83-13.29.67].ogg,Nygglatho,食べていい？
[01-0175][13.29.84-13.30.38].ogg,Willem,そりゃない
[01-0176][13.30.38-13.32.71].ogg,Nygglatho,そう　気が変わるってことはない？
[01-0177][13.32.71-13.34.05].ogg,Nygglatho,せめて腕一本
[01-0178][13.34.67-13.37.18].ogg,Nygglatho,ううん　指一本だけならとか
[01-0179][13.37.18-13.39.60].ogg,Willem,よし　仕事の話をすんぞ
[01-0180][13.40.60-13.42.97].ogg,Willem,で　俺はここで何をすりゃいいんだ？
[01-0181][13.43.06-13.43.77].ogg,Willem,何も
[01-0182][13.45.18-13.47.94].ogg,Nygglatho,えっと　あなたこの島に滞在するつもり？
[01-0183][13.48.48-13.51.32].ogg,Willem,そりゃそうだろ　管理者が遠くにいてどうすんだ
[01-0184][13.51.77-13.54.11].ogg,Willem,似合わねぇ　軍属にまでさせられたってのによ
[01-0185][13.54.36-13.58.41].ogg,Nygglatho,でも　前任もその前も初日しか顔を出さなかったわよ
[01-0186][13.58.82-13.59.28].ogg,Willem,マジか？
[01-0187][13.59.49-14.00.53].ogg,Nygglatho,あなたはどうする？
[01-0188][14.00.91-14.02.99].ogg,Nygglatho,「こんなとこいれるか～」って言うなら
[01-0189][14.03.37-14.06.79].ogg,Nygglatho,島の外に　部屋を手配してもいいんだけど
[01-0190][14.07.25-14.10.54].ogg,Willem,背中を見せた瞬間に刺されるとかじゃねぇだろうな
[01-0191][14.10.83-14.14.17].ogg,Nygglatho,ハァ　ひどい　私をなんだと思ってるのよ？
[01-0192][14.16.17-14.17.47].ogg,Willem,人を食う鬼かと
[01-0193][14.18.51-14.22.22].ogg,Willem,ま　引き受けた仕事を適当に投げるのは趣味じゃねぇからな
[01-0194][14.22.76-14.24.47].ogg,Willem,ここに留まるつもりじゃいるけどよ
[01-0195][14.26.68-14.28.19].ogg,Nygglatho,そう言ってくれると思ってた
[01-0196][14.29.65-14.32.44].ogg,Nygglatho,あなたのお世話するの　本当久しぶりよね
[01-0197][14.33.27-14.34.73].ogg,Nygglatho,なんだかうれしい
[01-0198][14.35.53-14.36.94].ogg,Willem,勘違いするな　俺
[01-0199][14.37.36-14.39.61].ogg,Willem,これは若い男女とか　そういうアレじゃない
[01-0200][14.40.36-14.44.49].ogg,Willem,こいつは純粋に　うまそうな羊をまるまる太らせようとしているだけだ
[01-0201][14.44.99-14.46.95].ogg,Nygglatho,どうしたの　怖い顔しちゃって
[01-0202][14.47.33-14.50.83].ogg,Willem,確認だが　本当に俺を食う気はないんだな
[01-0203][14.51.08-14.51.67].ogg,Nygglatho,ないわよ
[01-0204][14.52.38-14.54.80].ogg,Nygglatho,本当にお世話させてほしいだけなの
[01-0205][14.55.25-14.59.63].ogg,Nygglatho,私たちトロールには　お客様を全力で持て成したいって本能がある
[01-0206][15.00.38-15.04.18].ogg,Nygglatho,まだ「食べさせろ」とは言わないから　代わりに…
[01-0207][15.05.64-15.07.27].ogg,Nygglatho,そっちの気持ちに付き合って
[01-0208][15.07.35-15.08.56].ogg,Willem,よし　話を戻すぞ
[01-0209][15.09.64-15.12.81].ogg,Willem,俺が管理する兵器倉庫ってのは　この建物なんだな
[01-0210][15.13.11-15.14.44].ogg,Nygglatho,ヴィレムのいじわる
[01-0211][15.15.65-15.17.44].ogg,Nygglatho,まあ　そのとおりよ
[01-0212][15.18.07-15.19.90].ogg,Willem,とても倉庫には見えないが
[01-0213][15.20.20-15.22.87].ogg,Willem,兵器ってのは　銃や大砲のたぐいじゃ…
[01-0214][15.26.49-15.28.70].ogg,Nygglatho,そのあたりの話は　あしたにしましょう
[01-0215][15.29.00-15.30.25].ogg,Nygglatho,今夜はもう遅いし
[01-0216][15.30.46-15.31.71].ogg,Nygglatho,悪い子の耳もある
[01-0217][15.34.21-15.36.17].ogg,Tiat,ちょっと　押さないでよ
[01-0218][15.33.88-15.41.26].ogg,Lakhesh,ごめんなさい…
[01-0219][15.37.00-15.39.42].ogg,Pannibal,やあ　ナイグラート　邪魔してるよ
[01-0220][15.39.42-15.40.55].ogg,Collon,おう　邪魔する
[01-0221][15.41.88-15.43.14].ogg,Nygglatho,部屋に戻りなさい
[01-0222][15.43.59-15.48.22].ogg,Tiat,えっと　その前に新しい管理者さんにご挨拶などを
[01-0223][15.48.47-15.49.77].ogg,Nygglatho,食べちゃうわよ
[01-0224][15.53.10-15.54.19].ogg,,お休みなさい
[01-0225][15.55.15-15.56.15].ogg,Nygglatho,お休みなさい
[01-0226][15.57.36-15.59.44].ogg,Nygglatho,じゃ　あなたの部屋へ案内するわね
[01-0227][16.00.19-16.02.61].ogg,Willem,やっぱり俺　お前のこと苦手だ
[01-0228][16.04.24-16.05.91].ogg,Nygglatho,ヴィレムのいじわる
[01-0229][16.11.91-16.13.71].ogg,Willem,まったく　にぎやかな所だ
[01-0230][16.15.75-16.16.54].ogg,Almaria,お父さん
[01-0231][16.17.25-16.18.30].ogg,Almaria,お父さん？
[01-0232][16.19.46-16.22.26].ogg,Almaria,もう　お父さん　いつまで寝てるの？
[01-0233][16.25.64-16.27.05].ogg,Tiat,もう寝てるかな？
[01-0234][16.27.05-16.29.39].ogg,Lakhesh,分かんないよ　男の人なんて初めてだし
[01-0235][16.29.43-16.31.48].ogg,Pannibal,少し声を抑えたほうがいい
[01-0236][16.33.44-16.35.35].ogg,Tiat,何　何　何
[01-0237][16.33.39-16.40.82].ogg,Lakhesh,ごめんなさい…
[01-0238][16.35.40-16.37.77].ogg,Pannibal,やあ　管理者　いい夜だね
[01-0239][16.37.81-16.38.77].ogg,Collon,邪魔をする
[01-0240][16.39.23-16.42.03].ogg,Willem,シー　ナイグラートに聞こえるぞ
[01-0241][16.43.03-16.44.28].ogg,Willem,シー！
[01-0242][16.46.03-16.46.95].ogg,Willem,お前らはなんだ？
[01-0243][16.47.45-16.48.16].ogg,,ティアットよ　パニバル　コロンだ
[01-0244][16.48.99-16.50.95].ogg,Lakhesh,みんな　それじゃ聞き取れないよ
[01-0245][16.51.20-16.52.96].ogg,Lakhesh,ラキシュです　ごめんなさい
[01-0246][16.52.96-16.53.66].ogg,Willem,コロン
[01-0247][16.53.79-16.54.46].ogg,Willem,パニバル
[01-0248][16.54.87-16.55.46].ogg,Willem,ティアット
[01-0249][16.55.96-16.56.92].ogg,Willem,それにラキシュ
[01-0250][16.57.79-16.59.63].ogg,Willem,よし　全員覚えたぞ
[01-0251][17.00.88-17.02.63].ogg,Collon,どこから来たのだ？　名前は？
[01-0252][17.02.63-17.05.97].ogg,,好きな食べ物はありますか？　それと食べられないものとかは？
[01-0253][17.01.80-17.05.51].ogg,,ナイグラートとの関係は？　なんだか会話が意味深だったけど
[01-0254][17.06.13-17.10.26].ogg,Pannibal,そして今の質問の中からだったら　一番最初にどれを答える？
[01-0255][17.10.85-17.13.68].ogg,Pannibal,一番最初に答えるのはお前のその質問だな
[01-0256][17.14.56-17.16.69].ogg,Willem,好きな食べ物はスパイシーな肉料理
[01-0257][17.16.98-17.19.02].ogg,Willem,苦手なのはレプトレイスの料理
[01-0258][17.19.40-17.22.19].ogg,Willem,ナイグラートとの関係は農家とはぐれ羊
[01-0259][17.22.53-17.24.32].ogg,Willem,今朝までは28番島にいた
[01-0260][17.27.74-17.29.07].ogg,Willem,名前はヴィレムだ
[01-0261][17.30.66-17.31.49].ogg,Willem,ヴィレム･クメシュ
[01-0262][17.32.37-17.34.91].ogg,Willem,どうやらしばらくの間　ここで世話になる
[01-0263][17.35.00-17.36.37].ogg,Tiat,ここに住むってこと？
[01-0264][17.36.71-17.37.21].ogg,Willem,多分な
[01-0265][17.38.88-17.40.04].ogg,Willem,そんな大げさな
[01-0266][17.40.67-17.45.80].ogg,Lakhesh,その…　軍の管理者の方がここに留まることって　今までないので
[01-0267][17.45.97-17.47.93].ogg,Willem,そういや　んなこと言ってたな
[01-0268][17.48.01-17.48.84].ogg,Chtholly,まったく
[01-0269][17.49.80-17.51.89].ogg,Chtholly,こーら　何してるの　キミたち
[01-0270][17.52.81-17.55.18].ogg,Chtholly,「そっとしておきなさい」って　言われてたわよね
[01-0271][17.55.77-17.57.35].ogg,Tiat,えっと　それは…
[01-0272][17.57.35-17.58.73].ogg,Collon,好奇心は止められない
[01-0273][17.58.73-18.02.40].ogg,Tiat,そうそれ！言わばこれは不可抗力ってやつで
[01-0274][18.02.40-18.03.73].ogg,Chtholly,言われてたわよね！
[01-0275][18.06.19-18.07.99].ogg,,お休みなさい！
[01-0276][18.08.49-18.10.87].ogg,Collon,じゃあな　ヴィレム　また明日
[01-0277][18.11.66-18.12.74].ogg,Chtholly,あの子たちは…
[01-0278][18.14.04-18.16.66].ogg,Chtholly,ごめんなさい　うちのチビたちが騒いで
[01-0279][18.17.37-18.18.25].ogg,Willem,かまわねぇよ
[01-0280][18.18.87-18.20.38].ogg,Willem,子供の相手は慣れてるからな
[01-0281][18.21.13-18.23.25].ogg,Willem,あっいや　慣れてたからな
[01-0282][18.25.46-18.27.47].ogg,Chtholly,でも　あまり甘やかさないでね
[01-0283][18.28.13-18.30.39].ogg,Chtholly,あの子たち　すぐ調子に乗るんだから
[01-0284][18.31.80-18.32.35].ogg,Willem,気をつける
[01-0285][18.36.14-18.38.39].ogg,Chtholly,あとその…　さっきはごめんなさい
[01-0286][18.38.44-18.39.85].ogg,Chtholly,パニバルが乱暴して
[01-0287][18.40.23-18.41.61].ogg,Chtholly,悪気はないのよ
[01-0288][18.42.73-18.44.15].ogg,Willem,別に怒っちゃいないさ
[01-0289][18.44.57-18.46.03].ogg,Willem,すぐに湯をもらったおかげで
[01-0290][18.46.28-18.47.65].ogg,Willem,風邪も引かずに済んだしな
[01-0291][18.49.32-18.51.62].ogg,Chtholly,えっと…　それから…　その…
[01-0292][18.55.24-18.58.66].ogg,Chtholly,クトリ…　クトリよ　私の名前
[01-0293][18.59.87-19.02.79].ogg,Chtholly,なんかこう　すっごくいまさらだけど
[01-0294][19.03.54-19.06.00].ogg,Chtholly,あの街で　自己紹介とかしてなかったから
[01-0295][19.07.26-19.07.88].ogg,Willem,ヴィレムだ
[01-0296][19.08.67-19.10.43].ogg,Willem,よろしくな　クトリ
[01-0297][19.11.39-19.11.84].ogg,Chtholly,うん…
[01-0298][19.12.93-19.15.14].ogg,Chtholly,えっと　それから…
[01-0299][19.19.81-19.20.73].ogg,Chtholly,何でもない
[01-0300][19.20.98-19.23.31].ogg,Chtholly,騒がせてごめんなさい　お休み
[01-0301][19.25.02-19.27.90].ogg,Willem,ちょっと待ってくれ　一つだけ聞きたいことがある
[01-0302][19.28.44-19.32.20].ogg,Willem,俺は　軍の特殊な兵器とやらの管理をするためにここへ来た
[01-0303][19.32.53-19.32.86].ogg,Chtholly,ええ
[01-0304][19.33.57-19.36.74].ogg,Willem,そしてここは　その兵器を格納しておく倉庫だ
[01-0305][19.36.99-19.37.58].ogg,Chtholly,そうね
[01-0306][19.38.45-19.41.16].ogg,Willem,どこからどう見ても　倉庫には見えないとか
[01-0307][19.41.67-19.43.92].ogg,Willem,肝心の兵器がどこにも見当たらないとか
[01-0308][19.44.54-19.48.09].ogg,Willem,ま　その辺の話はひとまず後回しにしてもだ
[01-0309][19.49.34-19.50.55].ogg,Willem,お前たちはなんだ？
[01-0310][19.51.38-19.54.05].ogg,Willem,どうして軍の施設であるここに　子供がいる？
[01-0311][19.55.64-19.57.89].ogg,Chtholly,そんなことも知らないで　ここに来たの？
[01-0312][19.58.31-19.58.56].ogg,Willem,ああ
[01-0313][19.59.22-20.02.02].ogg,Chtholly,知らないのにあの子たちに　付き合ってあげてたの？
[01-0314][20.02.39-20.02.64].ogg,Willem,ああ
[01-0315][20.03.73-20.05.06].ogg,Chtholly,もしかしてあなた…
[01-0316][20.06.31-20.08.61].ogg,Chtholly,その場の勢いだけで　動いちゃう人？
[01-0317][20.09.28-20.09.57].ogg,Willem,うん
[01-0318][20.11.99-20.14.11].ogg,Chtholly,まあいいわ　教えてあげる
[01-0319][20.14.66-20.17.28].ogg,Chtholly,最初の疑問の答えは　後ろの質問
[01-0320][20.17.74-20.21.04].ogg,Chtholly,後ろの質問の答えは　最初の疑問よ
[01-0321][20.22.50-20.23.37].ogg,Willem,どういう意味だ？
[01-0322][20.24.12-20.25.58].ogg,Chtholly,別に難しくないわ
[01-0323][20.26.13-20.27.04].ogg,Chtholly,言葉のとおりよ
[01-0324][20.27.67-20.30.46].ogg,Chtholly,私たちがキミの言う「特殊な兵器」
[01-0325][20.32.88-20.35.09].ogg,Chtholly,それじゃ　明日からよろしく
[01-0326][20.35.59-20.37.60].ogg,Chtholly,私たちの管理者さん
[01-0327][22.15.99-22.16.40].ogg,Almaria,はい
[01-0328][22.17.24-22.19.70].ogg,Willem,待ってました　いただきま～す
[01-0329][22.19.99-22.21.12].ogg,Almaria,おあがりなさい
[01-0330][22.21.66-22.24.20].ogg,Almaria,それにしてもさ　こんなときぐらい
[01-0331][22.24.20-22.27.71].ogg,Almaria,ちょっとは気の利いたこと言えないのかな　このお父さんは
[01-0332][22.28.12-22.28.87].ogg,Willem,例えば？
[01-0333][22.30.33-22.33.34].ogg,Almaria,「この戦争が終わったら　俺結婚するんだ」とか
[01-0334][22.33.75-22.36.21].ogg,Willem,いやそれ　あんま縁起よくないし
[01-0335][22.36.55-22.40.43].ogg,Almaria,「お話の中で死んじゃう人がいかにも言いそうなこと」って言うんでしょ
[01-0336][22.41.22-22.44.26].ogg,Almaria,そのほうがドラマチックだから　優先的に殺しちゃう
[01-0337][22.45.10-22.47.18].ogg,Almaria,その理屈みたいなのは分かるんだ
[01-0338][22.47.48-22.50.15].ogg,Almaria,生きてほしい人が死んじゃうほうが悲しいもの
